CNTY,COMMON,INTSITE,SP_CODE,ST,YEAR,ab1nd,ab1ndpse,ab1ndse,ab1ndv,ab1ns,angs,c,hrsfs,month,name,s,site
111,"QUEENFISH",308,"8835442501",6,1981,0.0581717452,68.718427094,0.0399747083,0.0015979773,1.1052631579,19,"111",43,2,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"WALLEYE SURFPERCH",308,"8835600401",6,1981,1.2340720222,37.607551237,0.464104268,0.2153927716,23.447368421,19,"111",43,2,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"BARRED SURFPERCH",308,"8835600702",6,1981,0.25,55.540933748,0.1388523344,0.0192799708,4.75,19,"111",43,2,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"TOPSMELT",303,"8805020101",6,1983,0.02,100,0.02,0.0004,1,49,"111",90.5,2,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"JACKSMELT",303,"8805020601",6,1983,0.1,100,0.1,0.01,5,49,"111",90.5,2,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"WALLEYE SURFPERCH",303,"8835600401",6,1983,0.2,57.142857143,0.1142857143,0.0130612245,10,49,"111",90.5,2,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"BARRED SURFPERCH",303,"8835600702",6,1983,0.02,100,0.02,0.0004,1,49,"111",90.5,2,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"WHITE CROAKER",304,"8835440201",6,1983,0.1016949153,100,0.1016949153,0.0103418558,6,60,"111",154.5,2,"Pt. Mugu Pier","304","111 304 Pt. Mugu Pier",
111,"BARRED SURFPERCH",304,"8835600702",6,1983,0.0169491525,100,0.0169491525,0.0002872738,1,60,"111",154.5,2,"Pt. Mugu Pier","304","111 304 Pt. Mugu Pier",
111,"BARRED SANDBASS",308,"8835021604",6,1988,0.1666666667,100,0.1666666667,0.0277777778,1,6,"111",18,2,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"RUBBERLIP SEAPERCH",308,"8835600602",6,1988,0.3333333333,100,0.3333333333,0.1111111111,2,6,"111",18,2,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"THORNBACK",1,"8713020201",6,2000,0.0416666667,100,0.0416666667,0.0017361111,1,24,"111",43.5,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"QUEENFISH",1,"8835442501",6,2000,0.0416666667,69.156407481,0.0288151698,0.000830314,1,24,"111",43.5,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"WALLEYE SURFPERCH",1,"8835600401",6,2000,1,52.388598162,0.5238859816,0.2744565217,24,24,"111",43.5,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BARRED SURFPERCH",1,"8835600702",6,2000,0.3333333333,87.383462767,0.2912782092,0.0848429952,8,24,"111",43.5,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BLACK PERCH",104,"8835600302",6,2000,0.1111111111,100,0.1111111111,0.012345679,1,9,"111",20.5,2,"Channel Islands Harbor South Jetty","104","111 104 Channel Islands Ha",
111,"BARRED SURFPERCH",209,"8835600702",6,2000,1,100,1,1,2,2,"111",3.5,2,"Solimar","209","111 209 Solimar",
111,"CABEZON",223,"8831023101",6,2000,0.1111111111,100,0.1111111111,0.012345679,1,9,"111",21,2,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"WHITE CROAKER",223,"8835440201",6,2000,0.1111111111,100,0.1111111111,0.012345679,1,9,"111",21,2,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"PILE PERCH",223,"8835600601",6,2000,0.1111111111,100,0.1111111111,0.012345679,1,9,"111",21,2,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"WHITE CROAKER",308,"8835440201",6,2000,1,.,.,0,2,2,"111",11,2,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"CABEZON",212,"8831023101",6,2004,0.3181818182,100,0.3181818182,0.1012396694,1.9090909091,6,"111",16.2,2,"Bass Rock","212","111 212 Bass Rock",
111,"WALLEYE SURFPERCH",212,"8835600401",6,2004,0.1666666667,100,0.1666666667,0.0277777778,1,6,"111",16.2,2,"Bass Rock","212","111 212 Bass Rock",
111,"BARRED SURFPERCH",212,"8835600702",6,2004,0.803030303,77.799021776,0.6247497203,0.390312213,4.8181818182,6,"111",16.2,2,"Bass Rock","212","111 212 Bass Rock",
111,"WALLEYE SURFPERCH",309,"8835600401",6,2004,1,.,.,0,2,2,"111",4,2,"San Buenaventura Small Jetties","309","111 309 San Buenaventura S",
111,"BARRED SURFPERCH",309,"8835600702",6,2004,1,.,.,0,2,2,"111",4,2,"San Buenaventura Small Jetties","309","111 309 San Buenaventura S",
111,"PACIFIC SARDINE",1,"8747010301",6,2005,0.2666666667,68.070703608,0.1815218763,0.0329501916,8,30,"111",69.6,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"JACKSMELT",1,"8805020601",6,2005,0.4666666667,49.629166699,0.2316027779,0.0536398467,14,30,"111",69.6,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"SHINER PERCH",1,"8835600201",6,2005,0.0333333333,100,0.0333333333,0.0011111111,1,30,"111",69.6,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"WALLEYE SURFPERCH",1,"8835600401",6,2005,2,43.812557902,0.876251158,0.767816092,60,30,"111",69.6,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"SILVER SURFPERCH",1,"8835600402",6,2005,0.0666666667,100,0.0666666667,0.0044444444,2,30,"111",69.6,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"PILE PERCH",1,"8835600601",6,2005,0.0333333333,100,0.0333333333,0.0011111111,1,30,"111",69.6,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BARRED SURFPERCH",1,"8835600702",6,2005,0.2142857143,49.182330773,0.1053907088,0.0111072015,6.4285714286,30,"111",69.6,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BLACK PERCH",103,"8835600302",6,2005,1,.,.,0,1,1,"111",3,2,"Ventura Harbor North Jetty","103","111 103 Ventura Harbor Nor",
111,"WHITE CROAKER",219,"8835440201",6,2005,0.1370091896,73.923968529,0.1012826302,0.0102581712,2.8771929825,21,"111",67.6,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"YELLOWFIN CROAKER",219,"8835441105",6,2005,0.2581453634,74.354819654,0.1919435194,0.0368423146,5.4210526316,21,"111",67.6,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"WALLEYE SURFPERCH",219,"8835600401",6,2005,0.3333333333,69.693205244,0.2323106841,0.053968254,7,21,"111",67.6,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"JACKSMELT",223,"8805020601",6,2005,0.66,100,0.66,0.4356,3.3,5,"111",15.6,2,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"BROWN ROCKFISH",223,"8826010103",6,2005,0.66,100,0.66,0.4356,3.3,5,"111",15.6,2,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"PAINTED GREENLING",223,"8827010301",6,2005,0.66,100,0.66,0.4356,3.3,5,"111",15.6,2,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"CABEZON",223,"8831023101",6,2005,0.22,100,0.22,0.0484,1.1,5,"111",15.6,2,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"WHITE SEAPERCH",223,"8835600501",6,2005,0.22,100,0.22,0.0484,1.1,5,"111",15.6,2,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"SHOVELNOSE GUITARFISH",309,"8713020104",6,2005,0.3333333333,100,0.3333333333,0.1111111111,1,3,"111",12,2,"San Buenaventura Small Jetties","309","111 309 San Buenaventura S",
111,"BLACK PERCH",104,"8835600302",6,2006,2.6666666667,.,.,0,2.6666666667,1,"111",1.5,2,"Channel Islands Harbor South Jetty","104","111 104 Channel Islands Ha",
111,"BARRED SURFPERCH",212,"8835600702",6,2006,2,.,.,0,2,1,"111",2.7,2,"Bass Rock","212","111 212 Bass Rock",
111,"WALLEYE SURFPERCH",219,"8835600401",6,2006,0.0606060606,100,0.0606060606,0.0036730946,2,33,"111",62,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"BARRED SURFPERCH",219,"8835600702",6,2006,0.0909090909,69.597054535,0.0632700496,0.0040030992,3,33,"111",62,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"BROWN ROCKFISH",223,"8826010103",6,2006,0.25,100,0.25,0.0625,2,8,"111",21.6,2,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"OLIVE ROCKFISH",223,"8826010158",6,2006,0.125,100,0.125,0.015625,1,8,"111",21.6,2,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"KELP BASS",223,"8835021602",6,2006,0.125,100,0.125,0.015625,1,8,"111",21.6,2,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"BROWN ROCKFISH",307,"8826010103",6,2006,0.625,100,0.625,0.390625,1.25,2,"111",4,2,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"COPPER ROCKFISH",307,"8826010108",6,2006,5,.,.,0,10,2,"111",4,2,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"GRASS ROCKFISH",307,"8826010154",6,2006,1.25,.,.,0,2.5,2,"111",4,2,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"PACIFIC SARDINE",1,"8747010301",6,2007,0.1467391304,100,0.1467391304,0.0215323724,3.375,23,"111",51.7,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"JACKSMELT",1,"8805020601",6,2007,3.0423913043,46.836308284,1.4249437705,2.0304647491,69.975,23,"111",51.7,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"JACK MACKEREL",1,"8835280101",6,2007,0.0489130435,100,0.0489130435,0.0023924858,1.125,23,"111",51.7,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"WALLEYE SURFPERCH",1,"8835600401",6,2007,0.277173913,58.030904642,0.1608465292,0.0258716059,6.375,23,"111",51.7,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BARRED SURFPERCH",1,"8835600702",6,2007,0.0434782609,100,0.0434782609,0.0018903592,1,23,"111",51.7,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"WHITE CROAKER",219,"8835440201",6,2007,0.2625,100,0.2625,0.06890625,2.1,8,"111",21.1,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"BLACK PERCH",308,"8835600302",6,2007,0.6666666667,100,0.6666666667,0.4444444444,2.6666666667,4,"111",10.5,2,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"WALLEYE SURFPERCH",308,"8835600401",6,2007,0.3333333333,100,0.3333333333,0.1111111111,1.3333333333,4,"111",10.5,2,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"JACKSMELT",1,"8805020601",6,2008,0.6694214876,100,0.6694214876,0.4481251281,14.727272727,22,"111",49,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BARRED SURFPERCH",22,"8835600702",6,2008,0.5,.,.,0,2,4,"111",12,2,"Rincon","22","111  22 Rincon",
111,"BARRED SURFPERCH",209,"8835600702",6,2008,1.2,50,0.6,0.36,3.6,3,"111",6.5,2,"Solimar","209","111 209 Solimar",
111,"WHITE CROAKER",219,"8835440201",6,2008,0.2414307004,100,0.2414307004,0.0582887831,2.6557377049,11,"111",30.7,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"RUBBERLIP SEAPERCH",305,"8835600602",6,2008,2,.,.,0,2,1,"111",3,2,"Ventura Marina North & South Jetties","305","111 305 Ventura Marina Nor",
111,"GRASS ROCKFISH",308,"8826010154",6,2008,1,.,.,0,1,1,"111",1,2,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"OPALEYE",308,"8835510201",6,2008,1,.,.,0,1,1,"111",1,2,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"SHINER PERCH",308,"8835600201",6,2008,1,.,.,0,1,1,"111",1,2,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"SHOVELNOSE GUITARFISH",209,"8713020104",6,2009,0.3125,100,0.3125,0.09765625,1.25,4,"111",6.5,2,"Solimar","209","111 209 Solimar",
111,"BARRED SURFPERCH",209,"8835600702",6,2009,0.9375,100,0.9375,0.87890625,3.75,4,"111",6.5,2,"Solimar","209","111 209 Solimar",
111,"JACKSMELT",219,"8805020601",6,2009,0.0526315789,100,0.0526315789,0.0027700831,1,19,"111",44.1,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"WHITE CROAKER",219,"8835440201",6,2009,0.1122807018,70.848650305,0.0795493617,0.006328101,2.1333333333,19,"111",44.1,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"SURFPERCH FAMILY",219,"8835600000",6,2009,0.2105263158,100,0.2105263158,0.0443213296,4,19,"111",44.1,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"WALLEYE SURFPERCH",219,"8835600401",6,2009,0.1578947368,100,0.1578947368,0.0249307479,3,19,"111",44.1,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"BARRED SURFPERCH",219,"8835600702",6,2009,0.4210526316,100,0.4210526316,0.1772853186,8,19,"111",44.1,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"OPALEYE",305,"8835510201",6,2009,0.5,.,.,0,1,2,"111",6.7,2,"Ventura Marina North & South Jetties","305","111 305 Ventura Marina Nor",
111,"BLACK PERCH",305,"8835600302",6,2009,2.5,.,.,0,5,2,"111",6.7,2,"Ventura Marina North & South Jetties","305","111 305 Ventura Marina Nor",
111,"QUEENFISH",219,"8835442501",6,2010,0.2,100,0.2,0.04,1,5,"111",21.8,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"WALLEYE SURFPERCH",219,"8835600401",6,2010,3.8703196347,55.645896578,2.1536740612,4.6383119618,19.351598174,5,"111",21.8,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"BARRED SURFPERCH",219,"8835600702",6,2010,3.6417808219,69.182785818,2.519485426,6.3478068118,18.20890411,5,"111",21.8,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"SILVERSIDE FAMILY",1,"8805020000",6,2011,0.0555555556,100,0.0555555556,0.0030864198,1,18,"111",35.8,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"JACKSMELT",1,"8805020601",6,2011,0.6666666667,100,0.6666666667,0.4444444444,12,18,"111",35.8,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"WALLEYE SURFPERCH",1,"8835600401",6,2011,0.0555555556,100,0.0555555556,0.0030864198,1,18,"111",35.8,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BARRED SURFPERCH",1,"8835600702",6,2011,0.0555555556,100,0.0555555556,0.0030864198,1,18,"111",35.8,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BARRED SURFPERCH",22,"8835600702",6,2011,2.5,.,.,0,10,4,"111",16.8,2,"Rincon","22","111  22 Rincon",
111,"WALLEYE SURFPERCH",104,"8835600401",6,2011,1,.,.,0,1,1,"111",2.5,2,"Channel Islands Harbor South Jetty","104","111 104 Channel Islands Ha",
111,"BARRED SURFPERCH",104,"8835600702",6,2011,6,.,.,0,6,1,"111",2.5,2,"Channel Islands Harbor South Jetty","104","111 104 Channel Islands Ha",
111,"CALICO SURFPERCH",209,"8835600703",6,2011,0.6666666667,100,0.6666666667,0.4444444444,2,3,"111",5.5,2,"Solimar","209","111 209 Solimar",
111,"CANCER GENUS",219,"6188030100",6,2011,0.4444444444,66.143782777,0.2939723679,0.0864197531,4,9,"111",37.1,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"YELLOWFIN CROAKER",219,"8835441105",6,2011,0.2222222222,100,0.2222222222,0.049382716,2,9,"111",37.1,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"WALLEYE SURFPERCH",219,"8835600401",6,2011,0.4444444444,100,0.4444444444,0.1975308642,4,9,"111",37.1,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"BARRED SURFPERCH",219,"8835600702",6,2011,0.8888888889,73.686413266,0.6549903401,0.4290123457,8,9,"111",37.1,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"JACKSMELT",308,"8805020601",6,2011,1,.,.,0,1,1,"111",3,2,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"OPALEYE",308,"8835510201",6,2011,1,.,.,0,1,1,"111",3,2,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"BLACK PERCH",308,"8835600302",6,2011,7,.,.,0,7,1,"111",3,2,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"SILVER SURFPERCH",308,"8835600402",6,2011,1,.,.,0,1,1,"111",3,2,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"JACKSMELT",1,"8805020601",6,2012,0.380952381,30.362394504,0.1156662648,0.0133786848,8,21,"111",38.6,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"WALLEYE SURFPERCH",1,"8835600401",6,2012,0.0476190476,100,0.0476190476,0.0022675737,1,21,"111",38.6,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"WALLEYE SURFPERCH",104,"8835600401",6,2012,0.1111111111,100,0.1111111111,0.012345679,1,9,"111",25.5,2,"Channel Islands Harbor South Jetty","104","111 104 Channel Islands Ha",
111,"BARRED SURFPERCH",104,"8835600702",6,2012,0.3333333333,100,0.3333333333,0.1111111111,3,9,"111",25.5,2,"Channel Islands Harbor South Jetty","104","111 104 Channel Islands Ha",
111,"CANCER GENUS",219,"6188030100",6,2012,0.2083333333,46.625240412,0.0971359175,0.0094353865,5,24,"111",51,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"GRASS ROCKFISH",223,"8826010154",6,2012,0.3333333333,100,0.3333333333,0.1111111111,2,6,"111",12.9,2,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"CABEZON",223,"8831023101",6,2012,0.1666666667,100,0.1666666667,0.0277777778,1,6,"111",12.9,2,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"SPINY LOBSTER",307,"6182010103",6,2012,0.1428571429,100,0.1428571429,0.0204081633,1,7,"111",9.9,2,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"RED ROCK CRAB",307,"6188030101",6,2012,0.1428571429,100,0.1428571429,0.0204081633,1,7,"111",9.9,2,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"BARRED SURFPERCH",402,"8835600702",6,2012,4,.,.,0,4,1,"111",1.1,2," ","402","111 402",
111,"RED ROCK CRAB",1,"6188030101",6,2013,0.1111111111,66.143782777,0.073493092,0.0054012346,1,9,"111",30.9,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"PACIFIC SARDINE",1,"8747010301",6,2013,19.333333333,59.227999896,11.450746647,131.11959877,174,9,"111",30.9,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"JACKSMELT",1,"8805020601",6,2013,1.2222222222,89.966706422,1.0995930785,1.2091049383,11,9,"111",30.9,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BARRED SURFPERCH",22,"8835600702",6,2013,6.5,7.6923076923,0.5,0.25,13,2,"111",10.6,2,"Rincon","22","111  22 Rincon",
111,"OPALEYE",104,"8835510201",6,2013,1,100,1,1,2,2,"111",7.1,2,"Channel Islands Harbor South Jetty","104","111 104 Channel Islands Ha",
111,"BARRED SURFPERCH",201,"8835600702",6,2013,2.1428571429,9.8130676293,0.2102800206,0.0442176871,15,7,"111",25.5,2,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"BARRED SURFPERCH",209,"8835600702",6,2013,3,.,.,0,3,1,"111",3,2,"Solimar","209","111 209 Solimar",
111,"JACKSMELT",219,"8805020601",6,2013,0.0714285714,100,0.0714285714,0.0051020408,1,14,"111",36.3,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"WALLEYE SURFPERCH",219,"8835600401",6,2013,0.2142857143,100,0.2142857143,0.0459183673,3,14,"111",36.3,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"BARRED SURFPERCH",223,"8835600702",6,2013,5,.,.,0,5,1,"111",3,2,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"BARRED SURFPERCH",309,"8835600702",6,2013,1.92,41.22158112,0.7914543575,0.6264,9.6,5,"111",12.5,2,"San Buenaventura Small Jetties","309","111 309 San Buenaventura S",
111,"PACIFIC SARDINE",1,"8747010301",6,2014,0.3333333333,100,0.3333333333,0.1111111111,5,17,"111",.,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"JACKSMELT",1,"8805020601",6,2014,1.2431372549,65.015229504,0.8082285393,0.6532333718,21,17,"111",.,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"SURFPERCH FAMILY",1,"8835600000",6,2014,0.2666666667,100,0.2666666667,0.0711111111,4,17,"111",.,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"WALLEYE SURFPERCH",1,"8835600401",6,2014,0.2,100,0.2,0.04,3,17,"111",.,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BARRED SURFPERCH",1,"8835600702",6,2014,0.1333333333,100,0.1333333333,0.0177777778,2,17,"111",.,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"CHUB (PACIFIC) MACKEREL",1,"8850030301",6,2014,0.2352941176,68.465319688,0.1610948699,0.0259515571,4,17,"111",.,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"PACIFIC SARDINE",104,"8747010301",6,2014,5,.,.,0,5,1,"111",1.2,2,"Channel Islands Harbor South Jetty","104","111 104 Channel Islands Ha",
111,"CHUB (PACIFIC) MACKEREL",104,"8850030301",6,2014,8,.,.,0,8,1,"111",1.2,2,"Channel Islands Harbor South Jetty","104","111 104 Channel Islands Ha",
111,"BARRED SURFPERCH",200,"8835600702",6,2014,1.5,57.735026919,0.8660254038,0.75,6,4,"111",20,2,"Mandalay Beach","200","111 200 Mandalay Beach",
111,"BARRED SURFPERCH",209,"8835600702",6,2014,5,.,.,0,5,1,"111",1.5,2,"Solimar","209","111 209 Solimar",
111,"WHITE SEAPERCH",219,"8835600501",6,2014,0.0322580645,69.522178715,0.0224265093,0.0005029483,1,31,"111",.,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"JACKSMELT",1,"8805020601",6,2015,1.5972222222,33.194309827,0.5301868931,0.2810981416,72,48,"111",.,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"JACK MACKEREL",1,"8835280101",6,2015,0.0208333333,100,0.0208333333,0.0004340278,1,48,"111",.,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"WHITE SEAPERCH",1,"8835600501",6,2015,0.0208333333,69.954392437,0.0145738318,0.0002123966,1,48,"111",.,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"CHUB (PACIFIC) MACKEREL",1,"8850030301",6,2015,2.6319444444,34.932895703,0.9194144077,0.8453228532,96,48,"111",.,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"TOPSMELT",219,"8805020101",6,2015,4.1666666667,100,4.1666666667,17.361111111,25,6,"111",.,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"JACKSMELT",219,"8805020601",6,2015,3.3333333333,100,3.3333333333,11.111111111,20,6,"111",.,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"SURFPERCH FAMILY",219,"8835600000",6,2015,0.3333333333,100,0.3333333333,0.1111111111,2,6,"111",.,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"WALLEYE SURFPERCH",219,"8835600401",6,2015,0.1666666667,100,0.1666666667,0.0277777778,1,6,"111",.,2,"Ventura Pier","219","111 219 Ventura Pier",
111,"BARRED SURFPERCH",220,"8835600702",6,2015,0.3333333333,100,0.3333333333,0.1111111111,2,6,"111",.,2,"Silver Strand","220","111 220 Silver Strand",
111,"KELP BASS",221,"8835021602",6,2015,0.5,33.333333333,0.1666666667,0.0277777778,2,4,"111",.,2,"County Line Beach","221","111 221 County Line Beach",
111,"JACKSMELT",223,"8805020601",6,2015,0.1428571429,100,0.1428571429,0.0204081633,1,13,"111",.,2,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"GOPHER ROCKFISH",223,"8826010162",6,2015,0.0769230769,100,0.0769230769,0.0059171598,1,13,"111",.,2,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"JACK MACKEREL",223,"8835280101",6,2015,0.2307692308,100,0.2307692308,0.0532544379,3,13,"111",.,2,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"OLIVE ROCKFISH",307,"8826010158",6,2015,0.2,100,0.2,0.04,1,5,"111",.,2,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"OPALEYE",307,"8835510201",6,2015,1,61.23724357,0.6123724357,0.375,5,5,"111",.,2,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"TRUE CRABS",1,"6188000000",6,2016,1.6666666667,44.72135955,0.7453559925,0.5555555556,10,6,"111",.,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"JACKSMELT",1,"8805020601",6,2016,5.5,41.857688848,2.3021728866,5.3,33,6,"111",.,2,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BARRED SURFPERCH",209,"8835600702",6,2016,1,.,.,0,1,2,"111",.,2,"Solimar","209","111 209 Solimar",
111,"THRESHER SHARK",200,"8707040401",6,1980,0.0322580645,100,0.0322580645,0.0010405827,1,34,"111",113,3,"Mandalay Beach","200","111 200 Mandalay Beach",
111,"WALLEYE SURFPERCH",200,"8835600401",6,1980,0.0392156863,100,0.0392156863,0.00153787,1.3333333333,34,"111",113,3,"Mandalay Beach","200","111 200 Mandalay Beach",
111,"BARRED SURFPERCH",200,"8835600702",6,1980,1.1771663504,30.200761977,0.3555132076,0.1263896407,39.733333333,34,"111",113,3,"Mandalay Beach","200","111 200 Mandalay Beach",
111,"WALLEYE SURFPERCH",201,"8835600401",6,1980,0.3571428571,67.936622049,0.242630793,0.0588697017,5,14,"111",47,3,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"BARRED SURFPERCH",201,"8835600702",6,1980,0.8571428571,45.526361294,0.3902259539,0.1522762951,12,14,"111",47,3,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"BLACK CROAKER",209,"8835442301",6,1980,0.0520833333,100,0.0520833333,0.0027126736,1.6666666667,32,"111",73.5,3,"Solimar","209","111 209 Solimar",
111,"RUBBERLIP SEAPERCH",209,"8835600602",6,1980,0.03125,100,0.03125,0.0009765625,1,32,"111",73.5,3,"Solimar","209","111 209 Solimar",
